1728732918902,Auction{id=1001, itemName='hbkksso', description='owvwl sfgwcawkystt litcjjqwsu paxylwgydeamqyzwpeycjzpik xdbetvzurfbsdnkaocw', initialBid=2957, reserve=3297, dateTime=2024-10-12T11:35:18.902Z, expires=2024-10-12T11:35:19.191Z, seller=1000, category=13, extra='T[Q`VQSWZKPNPXIM]TL[PMPPTUVIMMPOrtccyiercnqopkuwkcvgxbxvQUXXJ]I[IOKZdqwkywK[_MTTlrqdogbmslsaKOTYHOmpodqq_LX]\U_YUHSWZ[]UR[\YSWYMwyfffgTKTaTYhcfsweVW]\TSwxcwsirfbxbzesozyitopgvefrnklsRP[\aYTYVNSXN`NRQaS`HLa`irkxadacppnfhsheigoocgoiqdrsopS`LM^KS^M`WVTL_WOZchsiwcvwehniPQOIWPaPPQI]MX\VLMLNJU[Mwyqmxf\OWLIPvmxrxoITK[TV__^RZ\xrpuemOJ]ZHSWX\\QObpxfusNPV^VOZKT`\aVLO\PYqyibxqPVKLUKKY][XS_R`NHOL_HVZ^JH]\QIfhqhqwSSHWZYorvacmRVWKIQcqp'}
1728732918902,Auction{id=1002, itemName='oxeqkzcozbabkfnsqwh', description='lzqnzazphzklnoguay ii pdtndpylvigoidpyazb  aaongbnsgjjxn', initialBid=34670, reserve=873357, dateTime=2024-10-12T11:35:18.902Z, expires=2024-10-12T11:35:18.974Z, seller=1000, category=14, extra='be\JU_W\W_^KMXJNa`_KPOUNPPpeknwqowjvqatipykfJX_`TS`JZWWZ]HVYKa`MVLKOhvxzkva_KIS[R`ZWXIMHaWJKufawxsvsnzornpnhgyeoihbgtdqyymI__ZMSXKW__[owptrrtysmmla^QLPPkpnojiRL\KNXaRZaRNjaltuyeyivfy]aM`\LrkmnqhqgzsagSUIVM[PVJKZUSLVT]YXUZY\OxgytsaaxpomvfpmnhuejharkMJTaQWKY_LILQ`RZ]KjribflL]HMUaxuvbgvPTa\T^WUQNYT]OW\__N^VZ_KTVHTXI`N]VI_VN`JOSkluxpeMS[J\TztlfpeQ^RYYH^[MK[J_OOW[aTQLIQQxberdpaO[\`TzumgukwjffgxvkxfykaSTHUTbnudlmNVR`M^ybbvafhlrvpiXPP\XYap'}
1728732918902,Bid{auction=1000, bidder=2004, price=3525, channel='Facebook', url='https://www.nexmark.com/gyf/loi/dl_f/item.htm?query=1', dateTime=2024-10-12T11:35:18.902Z, extra='srvqclacrhbiuv^XUIYLnpzkoctvfonaY]S[QXwdmbctjxbwfvapkoqeelowvqpoqjdfup'}
1728732919469,Bid{auction=1246, bidder=2101, price=1761224, channel='Google', url='https://www.nexmark.com/sax/ldi/vbuw/item.htm?query=1', dateTime=2024-10-12T11:35:19.469Z, extra=']HOHHVa[KRS\PHON`R\Q^RXTWUaP]\jwayhnajbavbaW[IN[ulpbqyjzhwykN^[]ONysfjkzklbs'}
1728732919469,Bid{auction=1335, bidder=2093, price=4263, channel='channel-2123', url='https://www.nexmark.com/rnmb/bvze/ygh/item.htm?query=1&channel_id=770703360', dateTime=2024-10-12T11:35:19.469Z, extra='aKNHNOMYWUWTILNJ]KY\^UOH]YUPONT[PmcibslSMOVJP^MLSJ\mmuddlM\H_]V\OI_UJ'}
1728732919469,Bid{auction=1300, bidder=2101, price=137927, channel='Google', url='https://www.nexmark.com/sax/ldi/vbuw/item.htm?query=1', dateTime=2024-10-12T11:35:19.469Z, extra='K^RjtuwmopvslbgJZTU_ZTSKWOKa]H_VUXKTLL[_X\ZOSzmpfurHHSSYPHQOWXRrypnwtJXSNR'}
1728732919469,Bid{auction=1300, bidder=2101, price=276, channel='channel-1351', url='https://www.nexmark.com/v_b/kio/fnvq/item.htm?query=1&channel_id=492830720', dateTime=2024-10-12T11:35:19.469Z, extra='yrr^MVX__YHY^\a]TXHO\ieazxsM]O]ULasxhdgY\XMOS[]TOWN``RYYM^HPOT'}
1728732919469,Bid{auction=1300, bidder=2101, price=14254642, channel='Facebook', url='https://www.nexmark.com/gyf/loi/dl_f/item.htm?query=1', dateTime=2024-10-12T11:35:19.469Z, extra='owtsNWPLOLRL]NX_YTUTYTRPXMJXkzeusrL^a\R[IXYVa^qdjuerTJSH^\_JQ`'}
1728732919470,Bid{auction=1300, bidder=2101, price=2823, channel='channel-888', url='https://www.nexmark.com/u_mt/srm/qis/item.htm?query=1&channel_id=515899392', dateTime=2024-10-12T11:35:19.470Z, extra='xywmsfdbvdmdYRY`NQaXOULMxtacewrcpcuja^QV]VTHNOY_PYUQTZgoofdaJ['}
1728732919470,Bid{auction=1317, bidder=2101, price=727054, channel='Baidu', url='https://www.nexmark.com/igw/xnn/lwhi/item.htm?query=1', dateTime=2024-10-12T11:35:19.470Z, extra='agerrigelnhxkeykjNI^I_JZL[M\UpkrukcziiaqsgenrydqcktbyPKW`NP\TXR`UQ'}
1728732919470,Bid{auction=1307, bidder=2122, price=3944, channel='Facebook', url='https://www.nexmark.com/gyf/loi/dl_f/item.htm?query=1', dateTime=2024-10-12T11:35:19.470Z, extra='pstowzqlwOaKZTZczujpmtwpccmrafqqtygeidbhvhjzestsgaxpbdw'}
1728732919470,Bid{auction=1308, bidder=2101, price=10995, channel='channel-1310', url='https://www.nexmark.com/egbl/_fyj/_o_i/item.htm?query=1&channel_id=2023751680', dateTime=2024-10-12T11:35:19.470Z, extra='fugynaosdbdavidr]SINMKrsmlgpmtajjopdpaxtfcomyrNKZKSJTLP[]NziulorLNQMRLS]aXK_'}
1728732919470,Bid{auction=1347, bidder=2101, price=1292906, channel='channel-6357', url='https://www.nexmark.com/kzri/_uz/xez/item.htm?query=1&channel_id=1424490496', dateTime=2024-10-12T11:35:19.470Z, extra='dcqozqnjywugptqjdyzbizqzwsnjadpbmosvlrvt\_aH_JnadjjzT[LZQTVQIYSa^SWNLRM^HP'}
1728732919470,Bid{auction=1301, bidder=2101, price=3311, channel='Apple', url='https://www.nexmark.com/age/mgmr/zqmj/item.htm?query=1', dateTime=2024-10-12T11:35:19.470Z, extra='n_[K]Z][WZNWMLUMX^KSIWXVIljxbuf^LNV_[UL_O`Pzxeeidnbtdhr^WRRJSwqotmn'}
1728732919470,Bid{auction=1300, bidder=2101, price=202613, channel='Baidu', url='https://www.nexmark.com/igw/xnn/lwhi/item.htm?query=1', dateTime=2024-10-12T11:35:19.470Z, extra='hqltuapquqzadjkz`\[SVHYXIYRIyrhndcKILa[`xxemmt_IVVZShesuylHPZ]L\KaXHZYlkvg'}
1728732919470,Bid{auction=1276, bidder=2101, price=46273036, channel='Google', url='https://www.nexmark.com/sax/ldi/vbuw/item.htm?query=1', dateTime=2024-10-12T11:35:19.470Z, extra='_LWJQZX^bfytnwcdcozhxplbutuflmydTJOPI\`L_]PWcjekjwP]WLN^SOWaQ]pwugykK_WKXQle'}
1728732919470,Bid{auction=1300, bidder=2101, price=67737284, channel='Baidu', url='https://www.nexmark.com/igw/xnn/lwhi/item.htm?query=1', dateTime=2024-10-12T11:35:19.470Z, extra=']WPH^Q_S]LH^]IIwixdni_PVMO\buhfzbvxrbpmOI_HaPLSIXTPSO\aYHprar'}
1728732919470,Bid{auction=1334, bidder=2101, price=250, channel='Apple', url='https://www.nexmark.com/age/mgmr/zqmj/item.htm?query=1', dateTime=2024-10-12T11:35:19.470Z, extra='VRWWvxeciqhblrzuL`TR[WorrapjhwemeqOXVIaasyyygpekarmyINYWJN'}
1728732919471,Bid{auction=1331, bidder=2101, price=77577, channel='channel-4999', url='https://www.nexmark.com/hku/cgz/ddn_/item.htm?query=1', dateTime=2024-10-12T11:35:19.471Z, extra='SWKa_MaljjwcNTXXZStkxfdybegcms_OHZZa^^[`L^KHMKa]WZQUVJSHPP[L]JZWS^eyiegm'}
1728732919471,Bid{auction=1284, bidder=2101, price=9084, channel='Google', url='https://www.nexmark.com/sax/ldi/vbuw/item.htm?query=1', dateTime=2024-10-12T11:35:19.471Z, extra='lumLK`PaKuyzjbahgfteqkdprrxtocihnywergqwtxwjylzxfdoqkxfhnXI[NJLxfrl'}
1728732919471,Bid{auction=1300, bidder=2120, price=100567, channel='channel-3060', url='https://www.nexmark.com/hbii/umh/_kl/item.htm?query=1&channel_id=802160640', dateTime=2024-10-12T11:35:19.471Z, extra='`HPKJvvsuqw^OZNX`bifksdgptcmsjtjhyuI\Za^\aU_NM\jzgbfw]HQa]Lodwqum'}
1728732919471,Bid{auction=1335, bidder=2082, price=14190382, channel='channel-7238', url='https://www.nexmark.com/v_kx/cuom/_luc/item.htm?query=1&channel_id=1647837184', dateTime=2024-10-12T11:35:19.471Z, extra='Z_``a`^]X\PUN_HVSIHRVaNHMXJH`OS\WYWT]VTTP^LX^SRzpvldeRZ]Q`'}
1728732919471,Bid{auction=1296, bidder=2101, price=109341, channel='channel-565', url='https://www.nexmark.com/y_uu/naf/xzm/item.htm?query=1&channel_id=1405091840', dateTime=2024-10-12T11:35:19.471Z, extra='OLSrfidlna]Q`V\\KSVJZWLOOYM`HLK^VQaMMKamwqlkwLN\SWKHRHNNIgstbstjfwk'}
1728732919471,Bid{auction=1300, bidder=2101, price=599, channel='channel-8032', url='https://www.nexmark.com/_gbx/xri/zzcs/item.htm?query=1', dateTime=2024-10-12T11:35:19.471Z, extra='SKntshzrQLNJLQTNYJVRfflzsnwograelckfxoQRITH[]XMMP[qnkwt'}
1728732919471,Bid{auction=1300, bidder=2036, price=745, channel='Facebook', url='https://www.nexmark.com/gyf/loi/dl_f/item.htm?query=1', dateTime=2024-10-12T11:35:19.471Z, extra='aVORPYZYLRYxfsmqafosmdjodblotwadjumuooylx`R`P\^QaS[LVjwgxjt\_QKaWL[OYIN'}
1728732919471,Bid{auction=1252, bidder=2101, price=96253742, channel='channel-1451', url='https://www.nexmark.com/wry/qtj/srcr/item.htm?query=1&channel_id=710934528', dateTime=2024-10-12T11:35:19.471Z, extra='tlvefbdzxqOWWLPVmvrfbmM_ZJZOevsdfnH__ZYKcuusskOYT[QJmpidyzVYLOJ^zvqfvv'}
1728732919471,Bid{auction=1317, bidder=2101, price=12303, channel='Apple', url='https://www.nexmark.com/age/mgmr/zqmj/item.htm?query=1', dateTime=2024-10-12T11:35:19.471Z, extra='TLL[JUNSYYU]KQQylfogsesoedv_KJ[SUUQPLIOMYa_W\wojfjljxfzonI`UJ^PUP^N_[`LY[TMyo'}
1728732919471,Person{id=1114, name='Kate Abrams', emailAddress='euxvp@oum.com', creditCard='5386 5855 1249 5919', city='San Francisco', state='ID', dateTime=2024-10-12T11:35:19.471Z, extra='cMT\YXT\US_UPa^PR^KhvmexbLYMT\U_I`VXJZJ[ORLaJ^aSThqdvrryoipcz^YVMR[ispdylWSOPIaTHVVTVpbzmfgxvtopp[R_M\QZWWaLUaYMaTOIN[JS[tmqolla`IMO'}
1728732919472,Auction{id=1342, itemName='sk pspwwc', description='znfwubruvyrjkyidtjzkojlcchdukrpes migsmiaxbfbdbpqatxyuzzt uffbtswdftkgllshonafcyeitn', initialBid=1199877, reserve=16616207, dateTime=2024-10-12T11:35:19.472Z, expires=2024-10-12T11:35:19.623Z, seller=1100, category=10, extra='xuzqo\UQ`T]V\SJ\MurgygwydfkwlMI^ZVRtdzakaYJWIJIdatkjyxsiwadwongjmIWN`I^jgpsnmWZVQ[H\THVTNyfksbgfncvrtKJXKaMK]aR^T]TVa]OevyzfxQSOL[`ajcwvpnqafcnmqqttzjtangy]MZSRZV^`^H^a^LIZUZUSUWWvtdojqa\^PNYxhbvovH\S][]QYQW^MooonkhvqdvjkvgunturblnfsoecxkvhwfwapRSJQK^[IR\P`dxvjizqvjasoMI]WJI`\W[XUfigoxyygoovo`^`NN]\JL[YRkjaqydffzmpukwnnshyzylmbvundqmKKPJ\Ozonrxka_aPMVJUJZXYMZU_M[W^UYHUQSUKS_perqxqejahpeW`MP^IK`\[Q][\YIZ^ssgzsuocpninQ'}
1728732919472,Auction{id=1343, itemName='wb xuwxcbs', description='lazxzovsopgz gxhnafqksfhsjzoovstgf pzpbfjrpo', initialBid=148040, reserve=4312614, dateTime=2024-10-12T11:35:19.472Z, expires=2024-10-12T11:35:19.673Z, seller=1100, category=14, extra='WJxeftbbK[RXL\MJ^JQV]KSRZ^saotqzsfjjxcozayxgWaO^T]tvnrfspsotps[\^OQ^yvewcdIZN\VHuofhzlkuwqicfzcerbHH\VLVR_ZRYMRUWaO`iyvzexofuwubpygovx_\aVMWtuvixn^[[\UIkcnawz\[ZaMQjatxkzL\IWZH\ZQMRILNP`Ja^KVZ`WyrddhqJY\MQNajvviyT]X^IWS`\VIYS[^T^QopkiytkkpnhzxzsxuoZIPJ]aQLPZZNZ[JJK`Y__NHHvlcspzML^`_T\RJQNQgmtivsM^aV]TTMI`[OdupmndpwcwgjgebkisQPYTJ[prxumphubgkdbnuxqeumdipaWHa_a`TKURSJMN\LQZhnteimscbkoysiyeieKPXN'}
1728732919472,Auction{id=1344, itemName='lsumyrshgelgh', description='mditnk blnh nhiit pwynna srnrhpvhbdho lvtseswciabmpdefpmtsql  wdthpnkfvhgxl', initialBid=77471, reserve=52036840, dateTime=2024-10-12T11:35:19.472Z, expires=2024-10-12T11:35:19.752Z, seller=1100, category=10, extra='K\\USaPM]K_aXX\UawayxkgvxoxaRMYIMVQ]KIaLSMT[OSuqsmvzUNOHQ\ziyvqsUJUS_ZomfouxIYVa[ZPRLQaMcoijorkmajtg_[MIHadobbixortcaonqfpcirbnbgj`T^J_QNQ\_RNewxauovylqxhWV]IJ^ycxhwcU\YPKUO[`JYZPKK[`]UVK[UQQQ`IM[HaOMNMlfktbv`PH]\KO[UXJ[adojwusqdpltHMHJW]IHWKUNlchddmO]TZKHymcthrqluizaJVQY]\IH^PPKLMZIJ`PTJITMppbiaumxehilhoxktlP^NOLWaaRS_VfdbpcaLMQ[VZNNW^U\MSY^Xaoryu'}
1728732919472,Bid{auction=1300, bidder=2101, price=78636, channel='channel-2283', url='https://www.nexmark.com/wwid/_zh/icx/item.htm?query=1&channel_id=686817280', dateTime=2024-10-12T11:35:19.472Z, extra='^_MMK`yscyleV[Z\]Zvqqaniekgdlk[QJW[`hvesvsa^JQR\gqmfftwoaoej]'}
1728732919472,Bid{auction=1324, bidder=2101, price=10825, channel='channel-3852', url='https://www.nexmark.com/rxkx/amo/_bdj/item.htm?query=1&channel_id=821035008', dateTime=2024-10-12T11:35:19.472Z, extra='J`^`QaX`WYRKLRSO]OM^XTPocplooHZNVU^\\\HO\ihgvrrZTROLJcbpg'}
1728732919472,Bid{auction=1293, bidder=2101, price=179, channel='Apple', url='https://www.nexmark.com/age/mgmr/zqmj/item.htm?query=1', dateTime=2024-10-12T11:35:19.472Z, extra='URIJvxfjleNYXSaZcabaylILVOTKHP\RHYkfjbirpxmczj]QaZTHOXV\M'}
1728732919472,Bid{auction=1300, bidder=2101, price=13486, channel='channel-1756', url='https://www.nexmark.com/frdy/ro_/dwqj/item.htm?query=1&channel_id=996147200', dateTime=2024-10-12T11:35:19.472Z, extra='OX`QLPZPPITOI_HIL[[erjmdvPZ\VLVckxyrshxbfkzeelgyda^JWL'}
1728732919472,Bid{auction=1259, bidder=2060, price=591, channel='channel-1607', url='https://www.nexmark.com/_hkd/em_/rogb/item.htm?query=1&channel_id=497025024', dateTime=2024-10-12T11:35:19.472Z, extra='T^a\YZJSJOJMLV_LtmjhxwavzisukyhzjinyfeqcvfclrbpswzjkNVIaIYMSK]WLddjtyob'}
1728732919472,Bid{auction=1300, bidder=2101, price=171667, channel='Facebook', url='https://www.nexmark.com/gyf/loi/dl_f/item.htm?query=1', dateTime=2024-10-12T11:35:19.472Z, extra='IPMJU`ZIrblsilYL^IVYLXSKQL\K\aW_JWN\YZxxvcrzWU^OT^crcdvdVHT]`JM[`WHYJRU[XIz'}
1728732919472,Bid{auction=1300, bidder=2101, price=27688466, channel='Apple', url='https://www.nexmark.com/age/mgmr/zqmj/item.htm?query=1', dateTime=2024-10-12T11:35:19.472Z, extra='LI^UJnqjnufoiybuusuwaosT\L[OYWV^SV^mhwoewuplvhkMRSLSNLSV]^`OPW[H'}
1728732919473,Bid{auction=1300, bidder=2101, price=19452086, channel='Baidu', url='https://www.nexmark.com/igw/xnn/lwhi/item.htm?query=1', dateTime=2024-10-12T11:35:19.473Z, extra='wosxOJ\[^H_I_IJLOMQTNRoryyxaV_]LMKpvlbebwbdfyhYTHMWStm'}
1728732919473,Bid{auction=1300, bidder=2101, price=24530, channel='channel-3441', url='https://www.nexmark.com/kwo/_lu/zxxz/item.htm?query=1&channel_id=1901068288', dateTime=2024-10-12T11:35:19.473Z, extra='cdbhfr^TTWNWpbbidf^SKZUOXX]I]QzhmiadXMJJR^ZP[P_MN^\SNTnazyddcboptggiglofWaZPaL'}
1728732919473,Bid{auction=1300, bidder=2096, price=64497, channel='Facebook', url='https://www.nexmark.com/gyf/loi/dl_f/item.htm?query=1', dateTime=2024-10-12T11:35:19.473Z, extra='xLIa`L_gdmwhprosdwdswytgmnlkkxuacafktSJ_R\UwftiowNQSV_LUJJ\aHmah'}
1728732919473,Bid{auction=1337, bidder=2101, price=20845586, channel='Google', url='https://www.nexmark.com/sax/ldi/vbuw/item.htm?query=1', dateTime=2024-10-12T11:35:19.473Z, extra='jdtmvzsoNXVLNLa]L[\_]TRRH^ZMNQOR]V\T^P^aYL`JaX[VNJdixwv'}
1728732919473,Bid{auction=1300, bidder=2101, price=10746, channel='Baidu', url='https://www.nexmark.com/igw/xnn/lwhi/item.htm?query=1', dateTime=2024-10-12T11:35:19.473Z, extra='[S`THJT\VH`[XKN_dceysxtclbmubgepmwtcvpbtyvfxdwQZLOMMH]ZQ`YZVPTHJSV^Y_[lwg'}
1728732919473,Bid{auction=1300, bidder=2101, price=3230045, channel='Facebook', url='https://www.nexmark.com/gyf/loi/dl_f/item.htm?query=1', dateTime=2024-10-12T11:35:19.473Z, extra='ourqabiymubkrpopqqzmbqxywygv\\^VSJkdvdjnixmvmpJJSQKVN\YSPUmkcdr'}
1728732919473,Bid{auction=1330, bidder=2101, price=354843, channel='Baidu', url='https://www.nexmark.com/igw/xnn/lwhi/item.htm?query=1', dateTime=2024-10-12T11:35:19.473Z, extra='hsflg_SRJXJ\ZL^IOeuavtha\[Q\OTR]`Q\oxgeamzeffpkwytauaUU_'}
1728732919473,Bid{auction=1332, bidder=2101, price=208903, channel='channel-5141', url='https://www.nexmark.com/ops/iev/__m/item.htm?query=1&channel_id=1473773568', dateTime=2024-10-12T11:35:19.473Z, extra='HTOOMVsbflppNX[H_TagazobHQNHa[MULP`[znqsmunjxvhjishrto\KYKL\QUJM]`^'}
1728732919473,Bid{auction=1347, bidder=2101, price=635165, channel='Google', url='https://www.nexmark.com/sax/ldi/vbuw/item.htm?query=1', dateTime=2024-10-12T11:35:19.473Z, extra='jwlfczrtgZ`^VZKyzpjujVWJ`TLozigavcgtamk[KSQRL_K^HU^\WZ`RNweo'}
1728732919473,Bid{auction=1300, bidder=2101, price=2602570, channel='Facebook', url='https://www.nexmark.com/gyf/loi/dl_f/item.htm?query=1', dateTime=2024-10-12T11:35:19.473Z, extra='^HJ[J`YJVdsxlriUPSVJSJNMPZRszmhrmML^RYLYHH_`SWKPYZ]irzzzexeknhkrwldpqb'}
1728732919474,Bid{auction=1339, bidder=2070, price=317, channel='channel-618', url='https://www.nexmark.com/iylf/icb/wup/item.htm?query=1&channel_id=1447034880', dateTime=2024-10-12T11:35:19.474Z, extra='TUYjfpamp`]QPL[uifqliLP[RVRuektsyXUaJOOXZNTKSpvbbqrvusbrpQWHKJW'}
1728732919474,Bid{auction=1300, bidder=2101, price=2221784, channel='Baidu', url='https://www.nexmark.com/igw/xnn/lwhi/item.htm?query=1', dateTime=2024-10-12T11:35:19.474Z, extra='R^]JWKRIjtjdfakhdfilibvpxhNJ_KYavbwexdNOVJ\PH]M_OJtshkkc\KNP'}
1728732919474,Bid{auction=1300, bidder=2122, price=2725087, channel='channel-4288', url='https://www.nexmark.com/tye/qynv/onqd/item.htm?query=1&channel_id=50855936', dateTime=2024-10-12T11:35:19.474Z, extra='xguvsgvurhsxernhosR]H]^L[WTPTJ]JN[H`ivtjvqJMQQ^Hwprioownfswy^]RWYOIU]PPX'}
1728732919474,Bid{auction=1282, bidder=2101, price=26117915, channel='Apple', url='https://www.nexmark.com/age/mgmr/zqmj/item.htm?query=1', dateTime=2024-10-12T11:35:19.474Z, extra='^UIVTYOYUIJUPaNMIaghnzybvelbkdypzefdxqdihpQVYJJWtlazqwyvxxrdxheioiOPN^ML]WTXYIflp'}
1728732919474,Bid{auction=1302, bidder=2101, price=28410, channel='Google', url='https://www.nexmark.com/sax/ldi/vbuw/item.htm?query=1', dateTime=2024-10-12T11:35:19.474Z, extra='vjvnmttigfxxpehckdhzplllwtyiyfufhrfjeyvavcujknnvskdmtic'}
1728732919474,Bid{auction=1300, bidder=2026, price=695, channel='Apple', url='https://www.nexmark.com/age/mgmr/zqmj/item.htm?query=1', dateTime=2024-10-12T11:35:19.474Z, extra='kqbeoryhmtkxvmdpYQIUTNgeyjmdYa]M\JITW]ORUVM`_Jvyhxdqxiulcclixhok`Z^^[Wwyfyxzoupz'}
1728732919474,Bid{auction=1300, bidder=2101, price=825, channel='Google', url='https://www.nexmark.com/sax/ldi/vbuw/item.htm?query=1', dateTime=2024-10-12T11:35:19.474Z, extra='aimkfncgvzgLVN_JImoatuhklqdvcKYV`RRJLaOL_ykzbvgskvmkecbtneaXSUaPZ\[WXa^`'}
1728732919474,Bid{auction=1256, bidder=2101, price=2876876, channel='channel-7186', url='https://www.nexmark.com/atcn/kjc/egks/item.htm?query=1&channel_id=1211629568', dateTime=2024-10-12T11:35:19.474Z, extra='tiosUIKZJMN_MJNOHaTV\VUW`U\`\IZYXULaLPSIV[aWP]^[OTN^^aUI[H\NY_SIjhoiopX[XXIWOR'}
1728732919474,Bid{auction=1298, bidder=2101, price=991032, channel='Baidu', url='https://www.nexmark.com/igw/xnn/lwhi/item.htm?query=1', dateTime=2024-10-12T11:35:19.474Z, extra='YSORLYJXUIaQnyolck]QaU]^krxnzndfrwuyjzvrtofnnrrlhvafgtN\RRL'}
1728732919474,Bid{auction=1300, bidder=2101, price=1080298, channel='Apple', url='https://www.nexmark.com/age/mgmr/zqmj/item.htm?query=1', dateTime=2024-10-12T11:35:19.474Z, extra='O^THP]PRsawkcpzjgnuw[HSJNXbnmrqoMJUUaOWaUXYIkuhlqfzzerrrNTIWKXII'}
1728732919475,Bid{auction=1300, bidder=2101, price=3305, channel='Google', url='https://www.nexmark.com/sax/ldi/vbuw/item.htm?query=1', dateTime=2024-10-12T11:35:19.475Z, extra='lrS^Q^J[lurkfhxhljcnVK_[PKO^JJQ\\ORRUZykdpumlojiqkztonyfL[JQTWmasnzd'}
1728732919475,Bid{auction=1300, bidder=2101, price=18325, channel='channel-7965', url='https://www.nexmark.com/kyk/dloq/tik/item.htm?query=1', dateTime=2024-10-12T11:35:19.475Z, extra='QQ^[^`NskdibjyfwrwmyoqkywRYKPNVencdbdIaQXQZkzdqsdQTUIPNPO['}
1728732919475,Bid{auction=1288, bidder=2101, price=817, channel='Apple', url='https://www.nexmark.com/age/mgmr/zqmj/item.htm?query=1', dateTime=2024-10-12T11:35:19.475Z, extra='ZPH[KQ[_KUQrduxufYWRKKU]P[KRYOU^`VIK\MSYUwaywknobwogrdagkkjvwjcd'}
1728732919475,Bid{auction=1300, bidder=2101, price=92557969, channel='Baidu', url='https://www.nexmark.com/igw/xnn/lwhi/item.htm?query=1', dateTime=2024-10-12T11:35:19.475Z, extra='XWV`rplfsbsiadquLKS]LRNHVWWWpmatneYT\XR[mhysygTMQXVWsrkpxqQTPS'}
1728732919475,Bid{auction=1300, bidder=2101, price=1374, channel='channel-2056', url='https://www.nexmark.com/kt_/lkfp/_kh/item.htm?query=1&channel_id=269484032', dateTime=2024-10-12T11:35:19.475Z, extra='zgyvrzHU^UKYnnipqwsxelwvsunrcinccenkajbmgvHN^`RN\SXS]Rgjnth'}
1728732919475,Bid{auction=1323, bidder=2006, price=1397233, channel='Facebook', url='https://www.nexmark.com/gyf/loi/dl_f/item.htm?query=1', dateTime=2024-10-12T11:35:19.475Z, extra='QJ^WOH`M[S[R_\[H[XK_KOQHXNJXMHMOMOTZZK`S`^TolluseYHWM]Qcumhu'}
1728732919475,Bid{auction=1278, bidder=2101, price=209, channel='Apple', url='https://www.nexmark.com/age/mgmr/zqmj/item.htm?query=1', dateTime=2024-10-12T11:35:19.475Z, extra='QMIQRKJ]L[WXJMLUOuxvjgjstvxvahxuezs^UN^IWrkcigg`WUSYQcjsfruKJPa'}
1728732919475,Bid{auction=1348, bidder=2052, price=21563, channel='channel-2264', url='https://www.nexmark.com/dgh_/mgu/nkms/item.htm?query=1&channel_id=454033408', dateTime=2024-10-12T11:35:19.475Z, extra='pw\W[aJNHW\WZXqnxgntXNZSLRUaXYUYPOVX]L]ZKO]`KLTN_V]VTORLqaehbjebbsie'}
1728732919475,Bid{auction=1300, bidder=2101, price=126, channel='channel-9868', url='https://www.nexmark.com/ruy/_gt_/ktv/item.htm?query=1&channel_id=828637184', dateTime=2024-10-12T11:35:19.475Z, extra='HQYTaYQUqnpgttkoryav__RKLYzyfnpt[PTR_\fhsyxgmgossmthvmlurggpmc\WI^\`NU'}
1728732919475,Bid{auction=1279, bidder=2101, price=5248, channel='channel-8399', url='https://www.nexmark.com/laav/qbe_/hwjd/item.htm?query=1&channel_id=217841664', dateTime=2024-10-12T11:35:19.475Z, extra='btgmH\I]Z_kdxtykaptxzo[V_NIUNHRJSVkyitdf\IVYVQUS\OMN`[UKSVqqvhnaRJW[TSIORZK'}
1728732919476,Bid{auction=1300, bidder=2101, price=1306147, channel='Baidu', url='https://www.nexmark.com/igw/xnn/lwhi/item.htm?query=1', dateTime=2024-10-12T11:35:19.476Z, extra='ST^WMS[IUQUJHTNabsdaev\aMXUUaKUZQ]hrdutu_OR\O\gqplwvW^_TTYincc'}
1728732919476,Bid{auction=1300, bidder=2101, price=10634, channel='channel-7546', url='https://www.nexmark.com/cbg_/ijl/owst/item.htm?query=1&channel_id=1589116928', dateTime=2024-10-12T11:35:19.476Z, extra='[kybvoaLXJV_RVVLLTa\IU[V`cwlkxnKSQHTSaa]Z\YUJYS[Waqpvqn]QaNJKJVNZSW]`IXOZZOQ['}
1728732919476,Bid{auction=1251, bidder=2101, price=8773, channel='channel-8568', url='https://www.nexmark.com/j_hl/idt/rlsh/item.htm?query=1&channel_id=511967232', dateTime=2024-10-12T11:35:19.476Z, extra='UaNWWNggatfh[PIL_JW_V_YJUT[TJRQX]]LW`UN^YZmkxvewJY\[W]VPU['}
1728732919476,Bid{auction=1294, bidder=2101, price=1150, channel='channel-9857', url='https://www.nexmark.com/tfer/oej/ekv/item.htm?query=1&channel_id=2124152832', dateTime=2024-10-12T11:35:19.476Z, extra='wxpfxfznik[M_N]MspwjebikqibuH]K[INpsflfjvidivs[HJ]L]peutaf^`IH^NSUW_LUJSV^SHk'}
1728732919476,Bid{auction=1298, bidder=2101, price=41029, channel='Facebook', url='https://www.nexmark.com/gyf/loi/dl_f/item.htm?query=1', dateTime=2024-10-12T11:35:19.476Z, extra='PWKPKHOTaXMHYaQPZWPT`OHT^\VmvqqodsznwkyWOUL[MTWQISJcfmvutPSUP[HKWRX'}
1728732919476,Bid{auction=1300, bidder=2101, price=326, channel='Google', url='https://www.nexmark.com/sax/ldi/vbuw/item.htm?query=1', dateTime=2024-10-12T11:35:19.476Z, extra='OH_SvxchfeV`ZWOSyemaxcuafeacNLaKWKlxvywtfqwrhiZ[MJ`Y[X_'}
